9.51236	0.46532	0.16392
9.49422	0.48405	0.16691
9.47199	0.49071	0.16412
9.45269	0.50706	0.16392
9.43128	0.51795	0.16433
9.41435	0.52682	0.16316
9.39276	0.53986	0.16430
9.37273	0.55080	0.16510
9.35259	0.55604	0.16731
9.33244	0.55842	0.16725
9.31385	0.55869	0.16781
9.29195	0.55853	0.16679
9.27422	0.55494	0.17182
9.25352	0.55144	0.16986
9.23300	0.54236	0.16705
9.21201	0.53198	0.16761
9.19337	0.51358	0.16582
9.17194	0.49645	0.16334
9.15277	0.48232	0.16164
9.13304	0.45658	0.15999
9.11259	0.42985	0.15961
9.09308	0.40486	0.15661
9.07294	0.38188	0.15273
9.05315	0.35286	0.15209
11.16866	0.04699	0.18334
11.19169	0.04335	0.18436
11.21191	0.04788	0.18296
11.23332	0.04813	0.18302
11.25066	0.04381	0.18396
11.26956	0.05016	0.18805
11.29023	0.04359	0.18396
11.31110	0.04000	0.18156
11.32886	0.04001	0.18328
11.35145	0.04082	0.18463
11.37125	0.03804	0.18017
11.39001	0.04204	0.18398
11.41092	0.03907	0.18190
11.43025	0.04390	0.17976
11.45009	0.03966	0.18125
11.47112	0.03533	0.18492
11.48994	0.04318	0.18206
11.51034	0.03987	0.18229
11.53201	0.04295	0.18023
11.55013	0.03989	0.18320
11.56909	0.03952	0.18659
11.59023	0.04286	0.18244
11.61138	0.03856	0.18228
11.63059	0.03615	0.18128
11.65082	0.04338	0.18509
11.66977	0.04543	0.18283
11.69033	0.03609	0.18960
11.71156	0.04116	0.18718
11.73228	0.03969	0.18374
11.75148	0.04176	0.18237
11.77135	0.04251	0.18894
11.79004	0.04172	0.18711
11.80931	0.03828	0.18685
11.83009	0.03942	0.18630
11.85241	0.03572	0.19160
11.87019	0.04132	0.18759
11.88960	0.04072	0.18558
11.91123	0.03618	0.18996
11.93086	0.03670	0.18703
11.95181	0.04068	0.18745
11.97029	0.03740	0.18397
11.98868	0.04060	0.18448
12.01201	0.03063	0.18495
12.03416	0.03663	0.18393
12.05067	0.03858	0.17886
12.07061	0.03612	0.18348
12.08903	0.03397	0.17830
12.11309	0.02971	0.18531
12.13022	0.02893	0.18347
12.15047	0.03202	0.18178
12.17097	0.02961	0.17923
12.19079	0.02407	0.18837
12.21204	0.02801	0.18063
12.23002	0.02074	0.18095
12.25098	0.01865	0.18480
12.27087	0.01830	0.17868
12.28739	0.02307	0.18047
12.31101	0.02706	0.17688
12.33012	0.02446	0.18038
12.35148	0.02153	0.17725
12.37165	0.01296	0.18104
12.39359	0.01674	0.17731
12.40914	0.01382	0.18049
12.43055	0.01186	0.17372
12.45153	-0.00010	0.17046
12.47162	0.00291	0.17321
12.49006	-0.00772	0.16873
12.51129	-0.02090	0.16554
12.53070	-0.01966	0.16065
12.55096	-0.02794	0.15833
12.57124	-0.04591	0.15792
12.58864	-0.05241	0.14905
12.61085	-0.06832	0.13990
12.62938	-0.09143	0.13651
12.65135	-0.10526	0.13004
12.67152	-0.12927	0.12364
12.69022	-0.14408	0.11274
12.70943	-0.16900	0.10694
12.72902	-0.18651	0.09868
12.74935	-0.21313	0.09648
12.76971	-0.23291	0.08578
12.79035	-0.25464	0.07579
12.81100	-0.27954	0.06704
12.83215	-0.30332	0.06374
12.85181	-0.30792	0.05565
12.86811	-0.33483	0.05070
12.89022	-0.34572	0.04307
12.91082	-0.37033	0.04035
12.93004	-0.36913	0.03036
12.95298	-0.38838	0.02964
12.97380	-0.40535	0.02750
12.99079	-0.41196	0.02246
13.00893	-0.40458	0.01876
13.03346	-0.41434	0.02000
13.05058	-0.41468	0.01946
13.07223	-0.40510	0.01824
13.08964	-0.39786	0.01699
13.10876	-0.39091	0.01772
13.13115	-0.38073	0.02168
13.15061	-0.36698	0.02257
13.16989	-0.34959	0.02337
13.19165	-0.33162	0.02900
13.21003	-0.30845	0.03108
13.23166	-0.28504	0.03714
13.24925	-0.25652	0.04163
13.26936	-0.22070	0.05217
11.15357	0.03790	0.17816
